CRICOS Provider Code,Institution Name,Location Name,Location Type,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Postcode
03840B,Trump College Pty Ltd as Trustee for Trump College Unit Trust,Campbell Institute - Parramatta Campus - 43-45 Marion St,Location owned and operated by provider,43-45 Marion St,,,,PARRAMATTA,NSW,2150
03840B,Trump College Pty Ltd as Trustee for Trump College Unit Trust,CAMPBELL INSTITUTE GRANVILLE - 16 Good St,Location owned and operated by provider,16 Good St,,,,GRANVILLE,NSW,2142
03841A,INTERNATIONAL FITNESS INSTITUTE PTY LTD,107 Miles Platting Rd EIGHT MILE PLAINS QLD 4113,Location owned and operated by provider,107 Miles Platting Rd,,,,EIGHT MILE PLAINS,QLD,4113
03842M,Future Education Group Pty. Ltd.,"Suite 1, Level 4, 28-36 Foveaux Street Surry Hills 2010",Location owned and operated by provider,Suite 1 Level 4 28-36 Foveaux Street,,,,Surry Hills,NSW,2010
03843K,Future Language School Pty Ltd,"Suite 1, Level 4, 28-36 Foveaux Street Surry Hills, NSW 2010",Location owned and operated by provider,"Suite 1, Level 4, 28-36 Foveaux Street",,,,Surry Hills,NSW,2010
03844J,Australian Institute of Business Intelligence Pty Ltd,"3431 Pacific Hwy, Slacks Creek QLD 4127",Location owned and operated by provider,3431 Pacific Hwy,,,,Slacks Creek,QLD,4127
03844J,Australian Institute of Business Intelligence Pty Ltd,"74 Walters Drive, Osborne Park, WA 6017",Location owned and operated by provider,74 Walters Drive,,,,Osborne Park,WA,6017
03844J,Australian Institute of Business Intelligence Pty Ltd,"Levels 1, 2, 3 & 5 451 Pitt Street, Haymarket, Sydney 2000",Location owned and operated by provider,451 Pitt Street,"Level1,2,3 and 5","Suites 102, 205-212, 509-512",Haymarket,Sydney,NSW,2000
03844J,Australian Institute of Business Intelligence Pty Ltd,"Tenancy 2, Level 5, 440 Elizabeth Street, Melbourne, VIC 3000",Arrangement with other registered provider,Tenancy 2,Level 5,440 Elizabeth Street,,Melbourne,VIC,3000
03845H,Higher Education Leadership Institute,"655 Collins St, Docklands VIC 3008",Arrangement with Non Registered Provider,655 Collins St,"Upper Ground, Levels 2 & 3",,,Docklands,VIC,3008
03846G,Sydney Metropolitan Group Pty Ltd,Sydney CBD Campus,Location owned and operated by provider,Suite 502,Level 5,545-553 Kent St,,Sydney,NSW,2000
03847F,Australian School of Accounting Pty Ltd,"Level 5, 540 George Street, Sydney NSW 2000",Location owned and operated by provider,"Level 5, 540 George Street",,,,Sydney,NSW,2000
03847F,Australian School of Accounting Pty Ltd,"Level 9, 140 Elizabeth Street, Sydney NSW 2000",Location owned and operated by provider,"Level 9, 140 Elizabeth Street",,,,Sydney,NSW,2000
03848E,Universal Higher Education Pty Ltd,"Levels 1-4, 131 Queen Street, Melbourne VIC 3000",Location owned and operated by provider,Levels 3 and 4/131 Queen Street,,,,Melbourne,VIC,3000
03849D,Inspired Australia Holdings PTY LTD,Reddam House Bondi Campus,Location owned and operated by provider,56 Mitchell Street,,,,North Bondi,NSW,2026
03849D,Inspired Australia Holdings PTY LTD,Reddam House North Shore,Location owned and operated by provider,41 McLaren Street,,,,North Sydney,NSW,2060
03849D,Inspired Australia Holdings PTY LTD,Reddam House Woollahra,Location owned and operated by provider,70-78 Edgecliff Road,,,,Woollahra,NSW,2025
03850M,Global Institute of Training and Education Pty Ltd,Level 1 67 Jeffcott St WEST MELBOURNE VIC 3003,Location owned and operated by provider,Level 1 67 Jeffcott St,,,,WEST MELBOURNE,VIC,3000
03850M,Global Institute of Training and Education Pty Ltd,"Level 3, 220 Albert Road, South Melbourne 3205",Location owned and operated by provider,Unit 1 39 Cromwell Street,,,,GLENROY,VIC,3046
03852J,Morrison College Pty Ltd,Liverpool Street,Location owned and operated by provider,"Level 5, 127 Liverpool Street, Sydney",,,,SYDNEY,NSW,2000
03853H,Eastern College Australia Limited,5 Burwood Highway,Location owned and operated by provider,5 Burwood Highway,,,,Wantirna,VIC,3152
03853H,Eastern College Australia Limited,Worldview Centre for Intercultural Studies - 41 Station Rd ST LEONARDS TAS 7250 Australia,Location owned and operated by provider,41 Station Rd Street,,,,LEONARDS,TAS,7250
03854G,LEARNVAULT PTY LTD,"Level 1, 126 Charles Street Launceston Tasmania 7250",Location owned and operated by provider,126 Charles Street,,,,LAUNCESTON,TAS,7250
03854G,LEARNVAULT PTY LTD,Level 5 234-250 Collins St MELBOURNE VIC 3000,Location owned and operated by provider,Level 5 234-250 Collins St,,,,MELBOURNE,VIC,3000
03856E,Lamart Education Pty Ltd,"Glenhill College - Level 5, 136 Chalmers St Surry Hills NSW 2010",Location owned and operated by provider,"Level 5, 136 Chalmers St",,,,Surry Hills,NSW,2010
03856E,Lamart Education Pty Ltd,Unit 15 334-354 Albany Highway Victoria Park WA 6100,Location owned and operated by provider,Unit 15 334-354 Albany Highway,,,,Victoria Park,WA,6100
03857D,Clayton Education Group Pty LTD,Footscray,Location owned and operated by provider,Shop 1 79 Paisley St,,,,FOOTSCRAY,VIC,3011
03857D,Clayton Education Group Pty LTD,Level 6 90 King William Street Adelaide SA 5000,Location owned and operated by provider,Level 6 90 King William Street,,,,Adelaide,SA,5000
03857D,Clayton Education Group Pty LTD,The Crescent,Location owned and operated by provider,Level 1 29 The Crescent,,,,Homebush,NSW,2140
03858C,THE EARLY CHILDHOOD LEARNING COMPANY PTY. LTD.,Astral Parramatta Campus,Location owned and operated by provider,Unit 513 175 Church St,,,,PARRAMATTA,NSW,2150
03858C,THE EARLY CHILDHOOD LEARNING COMPANY PTY. LTD.,Burwood Campus,Location owned and operated by provider,7 Deane St,,,,BURWOOD,NSW,2134
03858C,THE EARLY CHILDHOOD LEARNING COMPANY PTY. LTD.,Kogarah Campus and kitchen,Location owned and operated by provider,11 O'Keefes Lane,,,,KOGARAH,NSW,2217
03858C,THE EARLY CHILDHOOD LEARNING COMPANY PTY. LTD.,"Level 6 138 Queen Street, CAMPBELLTOWN,NSW 2560",Location owned and operated by provider,Level 6 138 Queen Street,,,,CAMPBELLTOWN,NSW,2560
03858C,THE EARLY CHILDHOOD LEARNING COMPANY PTY. LTD.,Parramatta Campus,Location owned and operated by provider,Level 9 79 George St,,,,PARRAMATTA,NSW,2150
03859B,Australian National Education Pty Ltd,8 Chandler Street,Location owned and operated by provider,8 Chandler Street,,,,BELCONNEN,ACT,2617
03859B,Australian National Education Pty Ltd,Offsite Kitchen - Training Facility - 8 Greenfield Pde BANKSTOWN NSW 2200,Location owned and operated by provider,8 Greenfield Pde,,,,BANKSTOWN,NSW,2200
03859B,Australian National Education Pty Ltd,Sydney Campus - Level 6 128 Chalmers St SURRY HILLS NSW 2010,Location owned and operated by provider,8 Greenfield Pde,,,,BANKSTOWN,NSW,2200
03860J,Hills International College Ltd,Hills International College (Jimboomba),Location owned and operated by provider,105-111 Johanna Street,,,,JIMBOOMBA,QLD,4280
03861H,"EBEJER, THOMAS JOSEPH",17 Walker St Clunes - 17 Walker St CLUNES NSW 2480,Location owned and operated by provider,17 Walker Street,,,,CLUNES,NSW,2480
03861H,"EBEJER, THOMAS JOSEPH",258 Richmond Hill Rd Richmond Hill 2480,Location owned and operated by provider,258 Richmond Hill Rd,,,,Richmond Hill,NSW,2480
03861H,"EBEJER, THOMAS JOSEPH","Suite 2 Level 7, 56 Railway Parade Burwood 2134",Location owned and operated by provider,71 Jillian Road,,,,Diamond Valley,QLD,4553
03862G,AFG SECURITY AND PROTECTIVE SERVICES PTY LTD,City Campus - Level 5 162-166 Goulburn St SURRY HILLS NSW 2010,Location owned and operated by provider,Level 5 162-166 Goulburn St,,,,SURRY HILLS,NSW,2010
03862G,AFG SECURITY AND PROTECTIVE SERVICES PTY LTD,"Level 7, 95-99 York Street SYDNEY NSW 2000",Location owned and operated by provider,"Level 7, 95-99 York Street",,,,SYDNEY,NSW,2000
03862G,AFG SECURITY AND PROTECTIVE SERVICES PTY LTD,Toowoomba Campus,Location owned and operated by provider,40A Neil St,,,,TOOWOOMBA CITY,QLD,4350
03862G,AFG SECURITY AND PROTECTIVE SERVICES PTY LTD,Unit 3C Level 3 40 Raymond St BANKSTOWN NSW 2200,Location owned and operated by provider,Unit 3C Level 3 40 Raymond Street,,,,BANKSTOWN,NSW,2200
03863F,Reeves College Pty Ltd,Burwood Campus - 14 Railway Pde BURWOOD NSW 2134,Location owned and operated by provider,14 Railway Pde,,,,BURWOOD,NSW,2134
03863F,Reeves College Pty Ltd,Homebush,Location owned and operated by provider,"Level 2, 29 The Crescent",,,,Homebush,NSW,2140
03866C,Sydney Institute of Higher Education Pty Ltd,"Level 3, 695-699 George Street, Haymarket NSW 2000",Location owned and operated by provider,"Level 3, 695-699",George Street,,,Haymarket,NSW,2000
03866C,Sydney Institute of Higher Education Pty Ltd,"Level 7, 75 King Street - Sydney",Location owned and operated by provider,"Level 7, 75 King Street",,,,Sydney,NSW,2000
03868A,Mount Alvernia College Limited,Mount Alvernia College,Location owned and operated by provider,82 Cremorne Road,,,,KEDRON,QLD,4031
03869M,AUSTRALIAN EDUCATION AND LEARNING PTY LTD,"76-86 North Rd, AVONDALE HEIGHTS VIC 3034",Location owned and operated by provider,76-86 North Rd,,,,AVONDALE HEIGHTS,VIC,3034
03870G,Australian Scholar's College Pty Ltd,Level 10 474 Flinders St MELBOURNE VIC 3000,Location owned and operated by provider,Level 10 474 Flinders St,,,,MELBOURNE,VIC,3000
03871F,Phoenix College of Australia Pty Ltd,108 JOHNSTON ST CAMPUS,Location owned and operated by provider,Unit 1 108 Johnston St,,,,Collingwood,VIC,3066
03871F,Phoenix College of Australia Pty Ltd,46-48 Islington st,Location owned and operated by provider,46-48 Islington St,,,,COLLINGWOOD,VIC,3066
03873D,Oxford Creative Academy Pty Ltd,Oxford Creative Academy Pty Ltd - 38 Oxford St DARLINGHURST NSW 2010,Location owned and operated by provider,38 Oxford St,,,,DARLINGHURST,NSW,2010
03874C,West Melbourne Institute of Technology Pty Ltd,Level 3 220 Albert Road South Melbourne VIC 3205,Location owned and operated by provider,Level 3 220 Albert Rd,,,,SOUTH MELBOURNE,VIC,3205
03874C,West Melbourne Institute of Technology Pty Ltd,Melbourne Campus,Location owned and operated by provider,Level 10 474 Flinders Street,,,,Melbourne,VIC,3000
03875B,Global Institute Australia Pty Ltd,Acacia Broadmeadows,Location owned and operated by provider,80 Blair St,,,,BROADMEADOWS,VIC,3047
03875B,Global Institute Australia Pty Ltd,Acacia Perth,Location owned and operated by provider,Level 4 3-5 Bennett St,,,,EAST PERTH,WA,6004
03875B,Global Institute Australia Pty Ltd,Acacia South Melbourne,Location owned and operated by provider,Level 1 220 Albert Rd,,,,SOUTH MELBOURNE,VIC,3205
03877M,TRIDENT EDUCATION AUSTRALIA PTY LTD,Head Office,Location owned and operated by provider,"Level 3, 252 Lygon St",,,,CARLTON,VIC,3053
03878K,Opulence College Pty Ltd,"15 Moore Street, Canberra ACT 2601",Location owned and operated by provider,15 Moore St,,,,CANBERRA,ACT,2601
03878K,Opulence College Pty Ltd,"Level 8, 474 Flinders Street",Location owned and operated by provider,"Level 8, 474 Flinders Street",,,,MELBOURNE,VIC,3000
03878K,Opulence College Pty Ltd,Sydney Campus,Location owned and operated by provider,Level 3 208 Clarence Street,,,,Sydney,NSW,2000
03879J,Edvantage Institute Australia Pty Ltd,"338 Queen Street Ground Floor and Levels 1, 2 & 3",Location owned and operated by provider,"338 Queen Street Ground Floor and Levels 1, 2 & 3",,,,Melbourne,VIC,3000
03880E,Bhairav Baba Pty Ltd,Sydney CBD Campus,Location owned and operated by provider,Level 3,16-22 Wentworth Ave,,,SURREY HILLS,NSW,2010
03880E,Bhairav Baba Pty Ltd,Unit 1 Level 2 15 Barry Dr TURNER ACT,Location owned and operated by provider,Unit 1 Level 2 15 Barry Dr,,,,TURNER,ACT,2612
03881D,ABOARD TRAINING AUSTRALIA PTY LTD,CBD Melbourne,Location owned and operated by provider,Level 2 271 William Street,,,,Melbourne,VIC,3000
03881D,ABOARD TRAINING AUSTRALIA PTY LTD,"Level 4, 213 Lonsdale St Melbourne VIC 3000",Arrangement with Non Registered Provider,Level 4 213 Lonsdale St,,,,MELBOURNE,VIC,3000
03881D,ABOARD TRAINING AUSTRALIA PTY LTD,"Suite 2, L13 190 Queen Street, Melbourne 3000",Location owned and operated by provider,Suite 2 Level 13 190 Queen St,,,,MELBOURNE,VIC,3000
03882C,ROCKFORD INTERNATIONAL COLLEGE PTY LTD,"Level 1, 507 Princes Highway Rockdale NSW 2216",Location owned and operated by provider,"Level 1, 507 Princes Highway",,,,ROCKDALE,NSW,2216
03882C,ROCKFORD INTERNATIONAL COLLEGE PTY LTD,Suite 3 633 Princes Hwy ROCKDALE NSW 2216,Location owned and operated by provider,Suite 3 633 Princes Hwy,,,,ROCKDALE,NSW,2216
03883B,Langports (Gold Coast) Pty Ltd,Brisbane,Location owned and operated by provider,Ground Floor,343 Albert St,,,Brisbane City,QLD,4000
03883B,Langports (Gold Coast) Pty Ltd,Gold Coast,Location owned and operated by provider,62 Appel Street,,,,Surfers Paradise,QLD,4217
03884A,Skills Training College Pty Ltd,45 Grenfell St ADELAIDE SA 5000 Australia,Location owned and operated by provider,45 Grenfell St,,,,ADELAIDE,SA,5000
03884A,Skills Training College Pty Ltd,STC Ann Street Brisbane,Location owned and operated by provider,Suite 1 Level 1 345 Ann St,,,,Brsbane,QLD,4000
03887J,Career Solutions Group Pty Ltd The Trustee for Career Solutions Trust,CIC Melbourne CBD - Level 1 158 Swanston St MELBOURNE VIC 3000,Location owned and operated by provider,Level 1 158 Swanston St,,,,MELBOURNE,VIC,3000
03888H,Australian City International College Pty Ltd,Darwin Campus - 25 Cavenagh St DARWIN CITY NT 0800,Arrangement with Non Registered Provider,25 Cavenagh St,,,,Darwin City,NT,0800
03888H,Australian City International College Pty Ltd,Darwin Campus - 43 Cavanagh Street,Location owned and operated by provider,Level 3,43 Cavanagh Street,,,Darwin City,NT,0800
03888H,Australian City International College Pty Ltd,"Suite 1, Level 2 17-21 Macquarie Street, Parramatta NSW 2150 Australia",Location owned and operated by provider,Suite 1 Level 2 17-21 Macquarie St,,,,PARRAMATTA,NSW,2150
03890C,Melbourne Training College Pty Ltd,Suite 506 7 Jeffcott Street West Melbourne Victoria,Location owned and operated by provider,7 Jeffcott St,,,,WEST MELBOURNE,VIC,3003
03891B,Tower Australian College Pty Ltd,53 Dryburgh Street WEST MELBOURNE VIC,Location owned and operated by provider,53 Dryburgh St,,,,WEST MELBOURNE,VIC,3003
03892A,McEvoy & Doust Pty Ltd,69 Osborne Ave SPRINGVALE VIC 3171,Location owned and operated by provider,69 Osborne Ave,,,,SPRINGVALE,VIC,3171
03892A,McEvoy & Doust Pty Ltd,"Kitchen 6, Ground Floor/ 372 Spencer Street, West Melbourne Vic 3003",Location owned and operated by provider,"Kitchen 6, Ground Floor/ 372 Spencer Street",,,,West Melbourne,VIC,3003
03892A,McEvoy & Doust Pty Ltd,"Suite 5.03 Level 5, 440 Elizabeth Street, MELBOURNE, 3000",Location owned and operated by provider,"Suite 5.03 Level 5, 440 Elizabeth Street",,,,MELBOURNE,VIC,3000
03893M,City Language Institute Pty Ltd,CLC Adelaide,Location owned and operated by provider,Level 7 118 King William St,,,,ADELAIDE,SA,5000
03893M,City Language Institute Pty Ltd,CLC Melbourne,Location owned and operated by provider,Suite 801,Level 8,343 Little Collins St,,Melbourne,VIC,3000
03894K,Texila College Australia Pty Ltd,"Level 3, 440 Elizabeth Street Melbourne 3000",Location owned and operated by provider,Level 3 - 440 Elizabeth Street,,,,Melbourne,VIC,3000
03894K,Texila College Australia Pty Ltd,"Level1 3/66-68 Main Street, Pakenham, Victoria, 3810",Location owned and operated by provider,Level 1,3/66-68 Main Street,,,Pakenham,VIC,3810
03895J,Clinton English Pty Ltd,Level 3 377 Little Lonsdale Street MELBOURNE VIC 3000,Location owned and operated by provider,Level 3 377,,,,Little Lonsdale,VIC,3000
03896H,Horizon Training Institute Pty Ltd,"Ground Floor, 191-195 Ryrie St, GEELONG VIC 3220",Location owned and operated by provider,"Ground Floor, 191-195 Ryrie St, GEELONG VIC 3220",,,,GEELONG,VIC,3220
03897G,Performing Arts Education Pty Ltd,"Level 5, 102 Adelaide Street",Location owned and operated by provider,"Level 5, 102 Adelaide Street",,,,Brisbane,QLD,4000
03899E,St. Marys Institute Pty Ltd,Head Office - King Street,Location owned and operated by provider,Level 4 310 King St,,,,MELBOURNE,VIC,3000
03900F,OPERA EDUCATION GROUP PTY LTD,Level 1 303 Pitt Street SYDNEY NSW 2000,Location owned and operated by provider,Level 1 303 Pitt Street,,,,SYDNEY,NSW,2000
03901E,Integrated Training Pty Ltd,11 Truganina Road MALAGA,Location owned and operated by provider,15B Cabell Street,,,,YOKINE,WA,6060
03901E,Integrated Training Pty Ltd,66 Canning Hwy VICTORIA PARK WA 6100,Location owned and operated by provider,15B Cabell Street,,,,YOKINE,WA,6060
03903C,Australian International Aviation College PTY LTD,Gordon St Classroom,Location owned and operated by provider,"Suite 4, 149 Gordon St,",,,,Port Macquarie,NSW,2444
03904B,Reach Community College Pty Ltd,Hobart Campus - 132-146 Elizabeth St HOBART TAS 7000,Location owned and operated by provider,132-146 Elizabeth Street,,,,HOBART,TAS,7000
03904B,Reach Community College Pty Ltd,Melbourne Campus,Location owned and operated by provider,Level 1 620 Bourke St,,,,MELBOURNE,VIC,3000
03904B,Reach Community College Pty Ltd,"Reach Sydney Campus - Level 2, 8 Quay St, HAYMARKET NSW 2000",Location owned and operated by provider,Level 2,8 Quay St,,,HAYMARKET,NSW,2000
03905A,Prime Education Group Pty Ltd,Carlton Campus,Location owned and operated by provider,252 Lygon St,,,,CARLTON,VIC,3053
03905A,Prime Education Group Pty Ltd,Suite 2 Level 6 190 Queen Street MELBOURNE VIC 3000,Location owned and operated by provider,Suite 2 Level 6 190 Queen Street,,,,MELBOURNE,VIC,3000
03906M,Sydney Metropolitan Institute of Technology Pty Ltd,"432 - 434 Kent Street, Sydney, NSW 2000",Location owned and operated by provider,Suite 301303,"Level 3, 447 Kent Street",,,Sydney,NSW,2000
03907K,AUSTRALIAN SOVEREIGN COLLEGE PTY LTD,212A Liverpool Street HOBART TASMANIA 7000,Location owned and operated by provider,212A Liverpool Street,,,,HOBART,TAS,7000
03907K,AUSTRALIAN SOVEREIGN COLLEGE PTY LTD,Abbotsford - 395-397 Victoria St Abbotsford VIC 3067,Location owned and operated by provider,395-397 Victoria St,,,,Abbotsford,VIC,3067
03907K,AUSTRALIAN SOVEREIGN COLLEGE PTY LTD,Broadmeadows - 61 Riggall St Broadmeadows VIC 3047,Location owned and operated by provider,61 Riggall St,,,,Broadmeadows,VIC,3047
03907K,AUSTRALIAN SOVEREIGN COLLEGE PTY LTD,Commercial Kitchen - 101 Wilmot Road HUONVILLE TAS 7109 Australia,Location owned and operated by provider,101 Wilmot Road,,,,HUONVILLE,TAS,7109
03907K,AUSTRALIAN SOVEREIGN COLLEGE PTY LTD,Melbourne Campus,Location owned and operated by provider,Suite 1 Level 10 601 Bourke St,,,,MELBOURNE,VIC,3000
03908J,Eton College Pty Ltd,"Level 6, 191 Thomas Street Haymarket",Arrangement with Non Registered Provider,Level 6,191 Thomas Street,,,Haymarket,NSW,2000
03909H,CJAE Pty Ltd,"Level 1, 62 Robinson Street",Location owned and operated by provider,"Level 1, 62 Robinson Street",,,,Dandenong,VIC,3175
03910D,Corporate Business Academy Pty Ltd,234 Pier Street,Location owned and operated by provider,234 Pier Street,,,,PERTH,WA,6000
03912B,Trade Institute of Victoria Pty Ltd,195 Champion Road Williamstown North VIC 3016,Location owned and operated by provider,195 Champion Road,,,,Williamstown North,VIC,3016
03912B,Trade Institute of Victoria Pty Ltd,DANDENONG,Location owned and operated by provider,33 Cheltenham Rd,,,,DANDENONG,VIC,3175
03912B,Trade Institute of Victoria Pty Ltd,TOTTENHAM,Location owned and operated by provider,Unit 2 100 Olympia St,,,,TOTTENHAM,VIC,3012
03913A,Learn to Fly Australia Pty Ltd,18-24 Northern Ave MOORABBIN AIRPORT VIC 3194,Location owned and operated by provider,18-24 Northern Avenue,,,,MOORABBIN AIRPORT,VIC,3194
03914M,Bentley College Pty Ltd,QLD Campus - 3 Carol Ave SPRINGWOOD QLD 4127,Location owned and operated by provider,3 Carol Ave,,,,SPRINGWOOD,QLD,4127
03914M,Bentley College Pty Ltd,Swanston Street Campus - Level 4 55 Swanston St Melbourne Vic,Location owned and operated by provider,Level 4,55 Swanston Street,,,Melbourne,VIC,3000
03916J,Kingsway College Pty Ltd,22 St Kilda Road,Location owned and operated by provider,22 St Kilda Road,,,,ST KILDA,VIC,3182
03917H,Shafston International Pty Ltd,"13 Nerang Street, Southport  QLD  4215",Location owned and operated by provider,13 Nerang Street,,,,Southport,QLD,4215
03917H,Shafston International Pty Ltd,"46 Thorn Street, Kangaroo Point  QLD  4169",Location owned and operated by provider,46 Thorn Street,,,,Kangaroo Point,QLD,4169
03917H,Shafston International Pty Ltd,"Gold Coast Shafston - 72 Nerang Street, Southport QLD 4215",Location owned and operated by provider,Gold Coast Shafston,72 Nerang Street,,,SOUTHPORT,QLD,4215
03917H,Shafston International Pty Ltd,Shafston Gold Coast,Location owned and operated by provider,13-15 Short St,Suite 1B Level 1,,,SOUTHPORT,QLD,4215
03917H,Shafston International Pty Ltd,"Shafston Sydney Campus - Level 24, 233 Castlereagh St Sydney NSW 2000",Location owned and operated by provider,"Level 24, 233 Castlereagh St",,,,Sydney,NSW,2000
03918G,Holborne Institute Pty Ltd,Melbourne Campus,Location owned and operated by provider,Level 1 55 Swanston St,,,,MELBOURNE,VIC,3000
03920B,Fox Endeavours Pty Ltd,Old Nakara Shopping Centre,Location owned and operated by provider,8 Nakara Place,,,,Nakara,NT,0810
03921A,BFJ International Studies Pty Ltd,Engineering Workshop - Factory 3 7-9 Bormar Dr PAKENHAM VIC,Location owned and operated by provider,Factory 3 7-9 Bormar Dr,,,,PAKENHAM,VIC,3810
03921A,BFJ International Studies Pty Ltd,Factory 16 14-16 Hogan Ct PAKENHAM VIC 3810,Location owned and operated by provider,Factory 16 14-16 Hogan Ct,,,,PAKENHAM,VIC,3810
03921A,BFJ International Studies Pty Ltd,North Melbourne Campus - 15-17 Racecourse Rd NORTH MELBOURNE VIC 3051,Location owned and operated by provider,15-17 Racecourse Rd,,,,NORTH MELBOURNE,VIC,3051
03921A,BFJ International Studies Pty Ltd,"Unit 4, 70 Main Street PAKENHAM VIC 3810",Location owned and operated by provider,"Unit 4, 70 Main Street",,,,PAKENHAM,VIC,3810
03922M,Victorian Institute of Applied Learning Pty Ltd,"Suite 29, 4 Cardinia Rd, OFFICER VIC 3809",Location owned and operated by provider,Suite 29,4 Cardinia Rd,,,OFFICER,VIC,3809
03922M,Victorian Institute of Applied Learning Pty Ltd,Unit 1 25 Randall St SLACKS CREEK,Location owned and operated by provider,Unit 1 25 Randall Street,,,,Slacks Creek,QLD,4127
03923K,English Direct Australia Pty Ltd,Head Office,Location owned and operated by provider,Suite 2 170 Wellington St,,,,EAST PERTH,WA,6004
03924J,AWS Institute Pty Ltd,"66 Townshend Street, PHILLIP ACT 2606",Location owned and operated by provider,66 Townshend Street,,,,PHILLIP,ACT,2606
03924J,AWS Institute Pty Ltd,Sydney Campus - Elizabeth ST. - Level 6 140 Elizabeth St SYDNEY NSW 2000,Location owned and operated by provider,Level 6 140 Elizabeth,,,,SYDNEY,NSW,2000
03925H,Australasian College of Advanced Education Pty Ltd,Units 14 & 15 Norton Street,Location owned and operated by provider,"Units 14 & 15, 23 Norton Street",,,,LEICHHARDT,NSW,2040
03926G,FIT College Pty Ltd,Fitness First - 20 Bond St SYDNEY NSW,Location owned and operated by provider,20 Bond St,,,,SYDNEY,NSW,2000
03926G,FIT College Pty Ltd,Goodlife - 111 Cecil St SOUTH MELBOURNE VIC,Location owned and operated by provider,111 Cecil St,,,,SOUTH MELBOURNE,VIC,3205
03926G,FIT College Pty Ltd,Goodlife Joondalup,Location owned and operated by provider,11 Injune Way,,,,Joondalup,WA,6027
03926G,FIT College Pty Ltd,Goodlife Nerang,Location owned and operated by provider,832 Southport Nerang Road,,,,Nerang,QLD,4211
03926G,FIT College Pty Ltd,HOBART AQUATIC - 2 Davies Ave HOBART TAS,Location owned and operated by provider,2 Davies Ave,,,,HOBART,TAS,7000
03926G,FIT College Pty Ltd,PCYC FORTITUDE VALLEY,Location owned and operated by provider,35 Church Street,,,,Fortitude Valley,QLD,4006
03927F,Highgate International College Pty Ltd,HIC CBD Campus - Level 4 251 Adelaide Tce,Location owned and operated by provider,Level 4 251 Adelaide Terrace,,,,Perth,WA,6000
03927F,Highgate International College Pty Ltd,Level 3 251 Adelaide Tce PERTH WA 6000,Location owned and operated by provider,Level 3 251 Adelaide Tce,,,,PERTH,WA,6000
03929D,Top End Group Training Pty Ltd,38 Woods St Darwin,Location owned and operated by provider,38 Woods St,,,,Darwin,NT,0800
03929D,Top End Group Training Pty Ltd,GTNT,Location owned and operated by provider,38 Woods St,,,,DARWIN,NT,0800
03931K,Loreto Normanhurst Limited,Loreto Normanhurst,Location owned and operated by provider,91-93 Pennant Hills Road,,,,Normanhurst,NSW,2076
03932J,ECA Higher Education Institute Pty Ltd,"269 Wickham Street, Fortitude Valley QLD 4006",Location owned and operated by provider,269 Wickham Street,Level 2 (teaching),Ground and Level 3 (common student/staff area),,Fortitude Valley,QLD,4006
03932J,ECA Higher Education Institute Pty Ltd,"Parramatta campus, Level 4, 1-3 Fitzwilliam Street",Location owned and operated by provider,"Level 4, 1-3 Fitzwilliam Street",,,,Parramatta,NSW,2150
03933H,Contempo Education Pty Ltd,Contempo Culinary Hub,Arrangement with Non Registered Provider,Unit 194/311 Hay St,,,,PERTH,WA,6000
03933H,Contempo Education Pty Ltd,Level 2 379 Hay Street Perth,Location owned and operated by provider,Level 2 379 Hay Street,,,,Perth,WA,6000
03933H,Contempo Education Pty Ltd,Level 3 379 Hay St PERTH WA 6000,Location owned and operated by provider,Level 3 379 Hay St,,,,Perth,WA,6000
03934G,Australian Institute of Professionals (AIP) Pty Ltd,42B Synnot Street,Location owned and operated by provider,42B Synnot Street,,,,Werribee,VIC,3030
03934G,Australian Institute of Professionals (AIP) Pty Ltd,Melbourne city campus - Level 1 333 Queen St,Location owned and operated by provider,Suite 2 Level 1 333 Queen St,,,,MELBOURNE,VIC,3000
03934G,Australian Institute of Professionals (AIP) Pty Ltd,Outer Northern Trade Training Centre (ONTTC),Location owned and operated by provider,405 High St,,,,LALOR,VIC,3075
03934G,Australian Institute of Professionals (AIP) Pty Ltd,Queen Street Campus - Ground Floor 333 Queen St MELBOURNE VIC 3000,Location owned and operated by provider,Ground Floor 333 Queen Street,,,,MELBOURNE,VIC,3000
03936E,J Chazzer & B Singh & H Singh,"460 - 492 Beaudesert Road, SALISBURY QLD 4107",Location owned and operated by provider,460 - 492 Beaudesert Road,,,,Sailsbury,QLD,4107
03936E,J Chazzer & B Singh & H Singh,Southport Campus,Location owned and operated by provider,15 Bay St,,,,SOUTHPORT,QLD,4215
03938C,Signature Training Pty Ltd,Camellia Campus,Location owned and operated by provider,Level 1 1C Grand Ave,,,,CAMELLIA,NSW,2142
03939B,Massey College Pty Ltd,Lonsdale Street Campus,Location owned and operated by provider,Suite 2 Level 3 398 Lonsdale St,,,,MELBOURNE,VIC,3000
03940J,Academia of Trade Pty Ltd,"Level 1, 12-14 Wentworth Street, PARRAMATTA NSW 2150",Location owned and operated by provider,"Level 1, 12-14 Wentworth Street",,,,PARRAMATTA,NSW,2150
03940J,Academia of Trade Pty Ltd,Sydney Campus - Ground floor 12-14 Wentworth St PARRAMATTA NSW 2150,Location owned and operated by provider,12-14 Wentworth St,,,,PARRAMATTA,NSW,2150
